des_scom;des_eve;des_vin;famiglia_matrice;esito_matrice;mapping_esito;motivo_mapping;righe;ticket_unici;concessionari;esempio_evento_descrizione
DOPPIA CHANCE;X2;;Doppia Chance;X2;MAPPATO;;596;289;DOMUSBET, STANLEYBET;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | DOPPIA CHANCE | X2
1X2 + U/O;1 + OVER;;1X2;1;MAPPATO;;372;135;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | 1X2 + U/O | 1 + OVER
1X2 + U/O;1 + OV;;1X2;1;MAPPATO;;285;170;BBET, DOMUSBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | 1X2 + U/O | 1 + OV
DOPPIA CHANCE;12;;Doppia Chance;12;MAPPATO;;200;84;DOMUSBET, STANLEYBET;CALCIO | COREA DEL SUD - I DIVISIONE F. | Gyeongju FC - Gangjin Swans WFC | DOPPIA CHANCE | 12
1X2 + U/O INFO1;1+OV;;1X2;1;MAPPATO;;182;85;ADMIRAL;CALCIO | FINLANDIA - III DIVISIONE | Tampere United - FC Inter Turku 2 | 1X2 + U/O INFO1 | 1+OV
RISULTATO ESATTO;2-0;;Risultato Esatto;2-0;MAPPATO;;161;127;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;CALCIO | Serie A | Inter - AC Monza | RISULTATO ESATTO | 2-0
1X2 + GG/NG;1 + GOAL;;1X2;1;MAPPATO;;142;73;BBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | 1X2 + GG/NG | 1 + GOAL
1X2 HANDICAP;2;;1X2;2;MAPPATO;;142;126;360BET, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;CALCIO | AUSTRIA - COPPA | Leoben - Voitsberg | 1X2 HANDICAP | 2
1X2 + U/O;2 + OV;;1X2;2;MAPPATO;;135;69;BBET, DOMUSBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Derby County - Friburgo | 1X2 + U/O | 2 + OV
1X2 HANDICAP;1;;1X2;1;MAPPATO;;117;85;360BET, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;CALCIO | FINLANDIA - I DIVISIONE FEM. | Aland United - VIFK | 1X2 HANDICAP | 1
RISULTATO ESATTO;1-2;;Risultato Esatto;1-2;MAPPATO;;101;67;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;TENNIS | TORNEO DI AMBURGO | Korpatsch, Tamara - Kalinina, Anhelina | RISULTATO ESATTO | 1-2
RISULTATO ESATTO;2-1;;Risultato Esatto;2-1;MAPPATO;;99;59;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;TENNIS | TORNEO DI ESTORIL | Burruchaga, Roman Andres - Blockx, Alexander | RISULTATO ESATTO | 2-1
RISULTATO ESATTO;0-2;;Risultato Esatto;0-2;MAPPATO;;92;74;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;CALCIO | Serie A | Frosinone Calcio - Juventus | RISULTATO ESATTO | 0-2
1X2 1° T;X;;1X2;1;MAPPATO;;86;23;ADMIRAL;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | 1X2 1° T | X
1X2 + GG/NG;2 + GOAL;;1X2;2;MAPPATO;;85;51;BBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Lommel SK - ADO Den Haag | 1X2 + GG/NG | 2 + GOAL
1X2 + U/O;2 + OVER;;1X2;2;MAPPATO;;81;47;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | SCOZIA - I DIVISIONE | Dundee United - Glasgow Rangers | 1X2 + U/O | 2 + OVER
ESITO FINALE 1X2 + GOAL/NOGOAL;2+GG;;Goal/NoGoal;NoGoal;MAPPATO;;81;34;ADMIRAL;CALCIO | GARA AMICHEVOLE | Rosenborg - Manchester United | ESITO FINALE 1X2 + GOAL/NOGOAL | 2+GG
1X2 + U/O INFO1;2+OV;;1X2;2;MAPPATO;;79;40;ADMIRAL;CALCIO | AUSTRIA - COPPA | FC Dornbirn 1913 - Ried | 1X2 + U/O INFO1 | 2+OV
ESITO FINALE 1X2 + GOAL/NOGOAL;1+GG;;Goal/NoGoal;NoGoal;MAPPATO;;78;40;ADMIRAL;CALCIO | GARA AMICHEVOLE | Bournemouth - St. Pauli | ESITO FINALE 1X2 + GOAL/NOGOAL | 1+GG
1X2 1° T;1;;1X2;1;MAPPATO;;71;20;ADMIRAL;CALCIO | FINLANDIA - III DIVISIONE | Tampere United - FC Inter Turku 2 | 1X2 1° T | 1
1X2 TEMPO X;1;;1X2;1;MAPPATO;;64;29;360BET, BBET, SPORTBET, TOTOSI;CALCIO | SCOZIA - COPPA | Arbroath FC - Stirling Albion FC | 1X2 TEMPO X | 1
1X2 TEMPO X;X;;1X2;X;MAPPATO;;63;19;BBET, SPORTBET, TOTOSI;CALCIO | IRLANDA - II DIVISIONE | Treaty United - Athlone Town | 1X2 TEMPO X | X
1X2 - INFO1°T;X;;1X2;X;MAPPATO;;59;27;MARATHON, STARCASINO;CALCIO | SVIZZERA - II DIVISIONE | FC Rapperswil-Jona - Wil | 1X2 - INFO1°T | X
RISULTATO ESATTO;3-1;;Risultato Esatto;3-1;MAPPATO;;57;39;BBET, DOMUSBET, MARATHON, STANLEYBET, STARCASINO;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | RISULTATO ESATTO | 3-1
RISULTATO ESATTO;2-2;;Risultato Esatto;2-2;MAPPATO;;55;25;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | GARA AMICHEVOLE | Derby County - Friburgo | RISULTATO ESATTO | 2-2
RISULTATO ESATTO;1-1;;Risultato Esatto;1-1;MAPPATO;;52;28;360BET, BBET, DOMUSBET, MARATHON, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;CALCIO | GARA AMICHEVOLE | Derby County - Friburgo | RISULTATO ESATTO | 1-1
COMBINAZIONE GOAL/NOGOAL;GG/GG;;Goal/NoGoal;NoGoal;MAPPATO;;50;14;ADMIRAL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | COMBINAZIONE GOAL/NOGOAL | GG/GG
1X2 INFO1°T;1;;1X2;1;MAPPATO;;48;20;DOMUSBET;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | 1X2 INFO1°T | 1
RISULTATO ESATTO;2-3;;Risultato Esatto;2-3;MAPPATO;;46;26;BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 2-3
RISULTATO ESATTO;3-2;;Risultato Esatto;3-2;MAPPATO;;46;28;360BET, BBET, DOMUSBET, MARATHON, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | Serie A | Bologna FC - Lazio | RISULTATO ESATTO | 3-2
1X2 + GG/NG;1+GG;;1X2;1;MAPPATO;;45;28;DOMUSBET;CALCIO | IRLANDA - I DIVISIONE | St Patricks - Dundalk | 1X2 + GG/NG | 1+GG
1X2 - INFO1°T;1;;1X2;1;MAPPATO;;44;27;MARATHON, STARCASINO;CALCIO | USA - I DIVISIONE FEMMINILE | Boston Legacy FC - Kansas City Current | 1X2 - INFO1°T | 1
1X2 - INFO1°T;2;;1X2;2;MAPPATO;;43;22;MARATHON, STARCASINO;CALCIO | AUSTRALIA - NPL NORTHERN NSW | Maitland - Broadmeadow Magic | 1X2 - INFO1°T | 2
RISULTATO ESATTO;1-3;;Risultato Esatto;1-3;MAPPATO;;39;22;BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET;CALCIO | SVIZZERA - II DIVISIONE | Etoile Carouge FC - Aarau | RISULTATO ESATTO | 1-3
1X2 TEMPO X;2;;1X2;X;MAPPATO;;38;19;360BET, BBET, SPORTBET, TOTOSI;CALCIO | AMERICA - COPPA SUDAMERICANA | Cienciano - Atletico Lanus | 1X2 TEMPO X | 2
1X2 + GG/NG;2+GG;;1X2;2;MAPPATO;;37;19;DOMUSBET;CALCIO | IRLANDA - II DIVISIONE | Cobh Ramblers - Bray Wanderers | 1X2 + GG/NG | 2+GG
1X2+MG (INFO1:INFO2);1 + MG;;1X2;1;MAPPATO;;34;12;ADMIRAL;CALCIO | FRANCIA - I DIVISIONE | Lens - Auxerre | 1X2+MG (INFO1:INFO2) | 1 + MG
RISULTATO ESATTO TEMPO;2-2;;Risultato Esatto;2-2;MAPPATO;;30;2;WILLIAMHILL;CALCIO | NORVEGIA - I DIVISIONE | Bodo Glimt - Ham-Kam | RISULTATO ESATTO TEMPO | 2-2
RISULTATO ESATTO;3-3;;Risultato Esatto;3-3;MAPPATO;;29;23;BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 3-3
1X2 + U/O;1 + UNDER;;1X2;1;MAPPATO;;27;20;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | MACEDONIA DEL NORD - I DIVISIONE | GFK Tikvesh 1930 - FK Arsimi 1973 | 1X2 + U/O | 1 + UNDER
RISULTATO ESATTO TEMPO INFO1;2-2;;Risultato Esatto;2-2;MAPPATO;;27;6;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ARGENTINA - I DIVISIONE | Defensa Y Justicia - Aldosivi | RISULTATO ESATTO TEMPO INFO1 | 2-2
1X2 + GG/NG;X + GOAL;;1X2;X;MAPPATO;;25;7;BBET, MARATHON, SPORTBET, STANLEYBET, WILLIAMHILL;CALCIO | IRLANDA - I DIVISIONE | St Patricks - Dundalk | 1X2 + GG/NG | X + GOAL
1X2 + U/O;X + UNDER;;1X2;X;MAPPATO;;22;11;MARATHON, WILLIAMHILL;CALCIO | UNGHERIA - I DIVISIONE | Nyiregyhaza Spartacus FC - Ujpest FC Budapest | 1X2 + U/O | X + UNDER
1X2 1° T;2;;1X2;1;MAPPATO;;22;10;ADMIRAL;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | 1X2 1° T | 2
1X2 ACE;1;;1X2;1;MAPPATO;;22;22;BBET, DOMUSBET, MARATHON, STARCASINO, WILLIAMHILL;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | 1X2 ACE | 1
1X2 HANDICAP INFO1;2;;1X2;2;MAPPATO;;22;22;MARATHON;CALCIO | USA - I DIVISIONE FEMMINILE | Orlando Pride - Chicago Stars FC | 1X2 HANDICAP INFO1 | 2
1X2 + GG/NG;1 + NOGOAL;;1X2;1;MAPPATO;;21;19;BBET, STARCASINO, WILLIAMHILL;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Benfica - CF Os Belenenses | 1X2 + GG/NG | 1 + NOGOAL
1X2 + U/O;1 + UN;;1X2;1;MAPPATO;;21;12;BBET, DOMUSBET, STANLEYBET, TOTOSI;CALCIO | SPAGNA - I DIVISIONE | Atletico Madrid - CF Malaga | 1X2 + U/O | 1 + UN
1X2 INFO1°T;2;;1X2;2;MAPPATO;;21;6;DOMUSBET;CALCIO | REP. CECA - II DIVISIONE | Usti Nad - Kladno | 1X2 INFO1°T | 2
ES. FIN. 1X2 HND. INFO1;2;;1X2;2;MAPPATO;;19;18;ADMIRAL;CALCIO | GARA AMICHEVOLE | Rosenborg - Manchester United | ES. FIN. 1X2 HND. INFO1 | 2
1X + GOAL/NOGOAL;1X + Goal;;Goal/NoGoal;NoGoal;MAPPATO;;18;10;STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1X + GOAL/NOGOAL | 1X + Goal
1X2 CORNER TEMPO;1;;1X2;1;MAPPATO;;18;10;BBET, SPORTBET, STANLEYBET;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | 1X2 CORNER TEMPO | 1
1X2 HANDICAP;X;;1X2;X;MAPPATO;;18;10;DOMUSBET, STANLEYBET, TOTOSI, WILLIAMHILL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | 1X2 HANDICAP | X
ESITO FINALE 1X2 + GOAL/NOGOAL;X+GG;;Goal/NoGoal;NoGoal;MAPPATO;;18;7;ADMIRAL;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | ESITO FINALE 1X2 + GOAL/NOGOAL | X+GG
RISULTATO ESATTO;2-4;;Risultato Esatto;2-4;MAPPATO;;18;17;BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 2-4
1X2 + MULTIGOL;1;;1X2;1;MAPPATO;;17;7;BBET, SPORTBET, TOTOSI;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | 1X2 + MULTIGOL | 1
RISULTATO ESATTO;1-0;;Risultato Esatto;1-0;MAPPATO;;17;11;360BET, BBET, DOMUSBET, SPORTBET, STARCASINO;CALCIO | GARA AMICHEVOLE | Bournemouth - St. Pauli | RISULTATO ESATTO | 1-0
1X2 + U/O;2 + UNDER;;1X2;2;MAPPATO;;16;11;MARATHON, WILLIAMHILL;CALCIO | PANAMA - II DIVISIONE | Chorrillo FC - Tauro FC II | 1X2 + U/O | 2 + UNDER
1X2 TEMPO INFO1;X;;1X2;X;MAPPATO;;16;6;STANLEYBET;CALCIO | COLOMBIA - II DIVISIONE | Deportes Quindio - Boca Juniors de Cali | 1X2 TEMPO INFO1 | X
RISULTATO ESATTO;3-0;;Risultato Esatto;3-0;MAPPATO;;16;9;360BET, DOMUSBET, STARCASINO;CALCIO | Serie A | Inter - AC Monza | RISULTATO ESATTO | 3-0
RISULTATO ESATTO;4-2;;Risultato Esatto;4-2;MAPPATO;;16;15;BBET, DOMUSBET, STANLEYBET, WILLIAMHILL;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 4-2
RISULTATO ESATTO;4-1;;Risultato Esatto;4-1;MAPPATO;;15;11;BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | RISULTATO ESATTO | 4-1
RISULTATO ESATTO MULTIPLO 4;2-0 / 2-1 / 3-0 / 3-1;;Risultato Esatto;2-0;MAPPATO;;15;5;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Roma - Fiorentina | RISULTATO ESATTO MULTIPLO 4 | 2-0 / 2-1 / 3-0 / 3-1
1X2 + MULTIGOAL INFO1-INFO2;1+MULTIGOAL X-Y;;1X2;1;MAPPATO;;14;8;STARCASINO;CALCIO | LITUANIA - II DIVISIONE | FK Tauras Taurage - FK Kauno Zalgiris B | 1X2 + MULTIGOAL INFO1-INFO2 | 1+MULTIGOAL X-Y
1X2 + U/O;X + OVER;;1X2;X;MAPPATO;;14;9;MARATHON;CALCIO | DANIMARCA - II DIVISIONE | Vejle - AB Gladsaxe | 1X2 + U/O | X + OVER
1X2 CORNER;1;;1X2;1;MAPPATO;;14;14;360BET, SPORTBET, TOTOSI;CALCIO | USA - I DIVISIONE | Orlando City - Nashville | 1X2 CORNER | 1
1X2+U/O INFO1+GG/NG;1 + OV + GG;;1X2;1;MAPPATO;;14;6;ADMIRAL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | 1X2+U/O INFO1+GG/NG | 1 + OV + GG
RISULTATO ESATTO;0-0;;Risultato Esatto;0-0;MAPPATO;;14;7;DOMUSBET, MARATHON, STANLEYBET;CALCIO | FINLANDIA - I DIVISIONE | Jaro - Seinajoen | RISULTATO ESATTO | 0-0
X2 + GOAL/NOGOAL;X2 + Goal;;Goal/NoGoal;NoGoal;MAPPATO;;14;8;STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | X2 + GOAL/NOGOAL | X2 + Goal
12 + GOAL/NOGOAL;12 + Goal;;Goal/NoGoal;NoGoal;MAPPATO;;13;5;STARCASINO, WILLIAMHILL;CALCIO | NORVEGIA - I DIVISIONE | Aalesunds - Viking FK | 12 + GOAL/NOGOAL | 12 + Goal
1X2 + GG/NG TEMPO INFO1;2+GG;;1X2;2;MAPPATO;;13;3;BBET, DOMUSBET, SPORTBET;CALCIO | ASIA - AFF CUP | Cambogia - Singapore | 1X2 + GG/NG TEMPO INFO1 | 2+GG
1X2 INFO1°T;X;;1X2;X;MAPPATO;;13;8;DOMUSBET;CALCIO | UNGHERIA - I DIVISIONE | Nyiregyhaza Spartacus FC - Ujpest FC Budapest | 1X2 INFO1°T | X
RISULTATO ESATTO;0-3;;Risultato Esatto;0-3;MAPPATO;;13;7;DOMUSBET, STANLEYBET, STARCASINO;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Eintracht Braunschweig - Southampton | RISULTATO ESATTO | 0-3
RISULTATO ESATTO PARZIALE/FINALE;1-0 2-1;;Risultato Esatto;1-0;MAPPATO;;13;6;STARCASINO;CALCIO | ARGENTINA - I DIVISIONE | Velez Sarsfield - Instituto Cordoba | RISULTATO ESATTO PARZIALE/FINALE | 1-0 2-1
1X2 + GG/NG TEMPO INFO1;1+GG;;1X2;1;MAPPATO;;12;2;DOMUSBET, SPORTBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Bournemouth - St. Pauli | 1X2 + GG/NG TEMPO INFO1 | 1+GG
1X2 CORNER (SOLO TR);1;;1X2;1;MAPPATO;;12;10;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | SVIZZERA - I DIVISIONE | Servette FC - Basilea 1893 | 1X2 CORNER (SOLO TR) | 1
1X2 TEMPO;1;;1X2;1;MAPPATO;;12;10;WILLIAMHILL;CALCIO | UZBEKISTAN - II DIVISIONE | FK Aral Samali - Shurtan | 1X2 TEMPO | 1
1X2 TEMPO INFO1;1;;1X2;1;MAPPATO;;12;6;STANLEYBET;CALCIO | GARA AMICHEVOLE | Benfica - CF Os Belenenses | 1X2 TEMPO INFO1 | 1
1X2+MG (INFO1:INFO2);2 + MG;;1X2;2;MAPPATO;;12;6;ADMIRAL;CALCIO | FRANCIA - I DIVISIONE | Angers - Lille | 1X2+MG (INFO1:INFO2) | 2 + MG
1X2+MULTIGOL INFO1-INFO2;1;;1X2;1;MAPPATO;;11;6;DOMUSBET;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | 1X2+MULTIGOL INFO1-INFO2 | 1
RISULTATO ESATTO;0-1;;Risultato Esatto;0-1;MAPPATO;;11;8;360BET, BBET, DOMUSBET, MARATHON;CALCIO | Serie A | Frosinone Calcio - Juventus | RISULTATO ESATTO | 0-1
RISULTATO ESATTO;3-4;;Risultato Esatto;3-4;MAPPATO;;11;11;BBET, MARATHON;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 3-4
RISULTATO ESATTO;4-3;;Risultato Esatto;4-3;MAPPATO;;11;11;BBET, STARCASINO;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | RISULTATO ESATTO | 4-3
ES. FIN. 1X2 HND. INFO1;X;;1X2;X;MAPPATO;;10;3;ADMIRAL;CALCIO | COREA DEL SUD - III DIVISIONE | Pocheon Citizen FC - Daejeon Korail FC | ES. FIN. 1X2 HND. INFO1 | X
RISULTATO ESATTO PARZIALE/FINALE;0-0 2-0;;Risultato Esatto;0-0;MAPPATO;;10;6;STARCASINO;CALCIO | SVIZZERA - I DIVISIONE | Losanna - Grasshoppers | RISULTATO ESATTO PARZIALE/FINALE | 0-0 2-0
1X2 + MULTIGOAL INFO1-INFO2;2+MULTIGOAL X-Y;;1X2;X;MAPPATO;;9;5;MARATHON, STARCASINO;CALCIO | NORVEGIA - I DIVISIONE | Aalesunds - Viking FK | 1X2 + MULTIGOAL INFO1-INFO2 | 2+MULTIGOAL X-Y
1X2 HANDICAP INFO1;1;;1X2;1;MAPPATO;;9;7;MARATHON;CALCIO | MACAU - I DIVISIONE | G Universe - Artilheiros | 1X2 HANDICAP INFO1 | 1
1X2 + U/O;2 + UN;;1X2;2;MAPPATO;;8;7;DOMUSBET, STANLEYBET;CALCIO | POLONIA - I DIVISIONE | MKS Pogon Szczecin - Legia Varsavia | 1X2 + U/O | 2 + UN
1X2 + U/O TEMPO;1+OV;;1X2;1;MAPPATO;;8;5;BBET, STANLEYBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Lommel SK - ADO Den Haag | 1X2 + U/O TEMPO | 1+OV
1X2 2° T;2;;1X2;2;MAPPATO;;8;1;ADMIRAL;CALCIO | FINLANDIA - II DIVISIONE | Jazz - TPV | 1X2 2° T | 2
1° T (1X2+GG/NG);1+GG;;1X2;1;MAPPATO;;8;7;ADMIRAL;CALCIO | GARA AMICHEVOLE | Galatasaray - AC Monza | 1° T (1X2+GG/NG) | 1+GG
ES. FIN. 1X2 HND. INFO1;1;;1X2;1;MAPPATO;;8;8;ADMIRAL;CALCIO | FINLANDIA - III DIVISIONE | Tampere United - FC Inter Turku 2 | ES. FIN. 1X2 HND. INFO1 | 1
1X2 CORNER T.R;1;;1X2;1;MAPPATO;;7;4;DOMUSBET;CALCIO | ROMANIA - I DIVISIONE | Champions FC Arges - Petrolul Ploiesti | 1X2 CORNER T.R | 1
RISULTATO ESATTO;1-4;;Risultato Esatto;1-4;MAPPATO;;7;5;DOMUSBET, STANLEYBET, STARCASINO;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Anversa - Olympiakos | RISULTATO ESATTO | 1-4
RISULTATO ESATTO;4-0;;Risultato Esatto;4-0;MAPPATO;;7;7;BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | RISULTATO ESATTO | 4-0
RISULTATO ESATTO TEMPO INFO1;1-1;;Risultato Esatto;1-1;MAPPATO;;7;3;BBET, SPORTBET;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | RISULTATO ESATTO TEMPO INFO1 | 1-1
RISULTATO ESATTO TEMPO INFO1;2-1;;Risultato Esatto;2-1;MAPPATO;;7;5;360BET, BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | LITUANIA - II DIVISIONE | FK Tauras Taurage - FK Kauno Zalgiris B | RISULTATO ESATTO TEMPO INFO1 | 2-1
1X2 + GG/NG;X+GG;;1X2;X;MAPPATO;;6;3;DOMUSBET;CALCIO | ROMANIA - I DIVISIONE | Champions FC Arges - Petrolul Ploiesti | 1X2 + GG/NG | X+GG
1X2 + SEGNA GOAL 1;1 + SQ 2;;1X2;1;MAPPATO;;6;3;ADMIRAL;CALCIO | ITALIA - I DIVISIONE | Udinese - Como | 1X2 + SEGNA GOAL 1 | 1 + SQ 2
1X2 CORNER - INFO1°T;1;;1X2;1;MAPPATO;;6;6;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | COLOMBIA - I DIVISIONE | Internacional de Bogota. - America de Cali | 1X2 CORNER - INFO1°T | 1
1X2 TEMPO;X;;1X2;X;MAPPATO;;6;2;WILLIAMHILL;CALCIO | Amichevoli di Club (Poss. Cambio Format) | LAC Inter - Favoritner | 1X2 TEMPO | X
1X2 TEMPO INFO1;2;;1X2;2;MAPPATO;;6;4;STANLEYBET;CALCIO | GARA AMICHEVOLE | Osasuna - Racing Santander | 1X2 TEMPO INFO1 | 2
1X2+U/O INFO1+GG/NG;2 + OV + GG;;1X2;2;MAPPATO;;6;2;ADMIRAL;CALCIO | AUSTRIA - COPPA | Union Gurten - Blau Weiss Linz | 1X2+U/O INFO1+GG/NG | 2 + OV + GG
1° T (1X2+GG/NG);2+GG;;1X2;1;MAPPATO;;6;6;ADMIRAL;CALCIO | GARA AMICHEVOLE | Rosenborg - Manchester United | 1° T (1X2+GG/NG) | 2+GG
RISULTATO ESATTO - INFO1°T;0-0;;Risultato Esatto;0-0;MAPPATO;;6;4;MARATHON;CALCIO | MONDO - MONDIALI | Inghilterra - Argentina | RISULTATO ESATTO - INFO1°T | 0-0
RISULTATO ESATTO TEMPO;0-1;;Risultato Esatto;0-1;MAPPATO;;6;3;DOMUSBET, STARCASINO;CALCIO | DANIMARCA - II DIVISIONE | Vejle - AB Gladsaxe | RISULTATO ESATTO TEMPO | 0-1
RISULTATO ESATTO TEMPO INFO1;1-2;;Risultato Esatto;1-2;MAPPATO;;6;4;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | RISULTATO ESATTO TEMPO INFO1 | 1-2
RISULTATO ESATTO TEMPO INFO1;2-0;;Risultato Esatto;2-0;MAPPATO;;6;3;BBET, SPORTBET, STANLEYBET;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | RISULTATO ESATTO TEMPO INFO1 | 2-0
1X2 + GG/NG;X + NOGOAL;;1X2;X;MAPPATO;;5;2;STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1X2 + GG/NG | X + NOGOAL
1X2 + U/O;X + OV;;1X2;X;MAPPATO;;5;4;BBET, STANLEYBET;CALCIO | INGHILTERRA - I DIVISIONE | Everton - Crystal Palace | 1X2 + U/O | X + OV
1X2 + U/O + GG/NG;2+O+GG;;1X2;2;MAPPATO;;5;3;BBET, STANLEYBET;CALCIO | GERMANIA - I DIVISIONE | SV 07 Elversberg - Bayer Leverkusen | 1X2 + U/O + GG/NG | 2+O+GG
1X2 + U/O INFO1;1+UN;;1X2;1;MAPPATO;;5;4;ADMIRAL;CALCIO | AUSTRIA - COPPA | SV Lafnitz - SCHEIBLINGKIRCHEN-WARTH USV | 1X2 + U/O INFO1 | 1+UN
1X2 TEMPI SUPPLEMENTARI;1;;1X2;1;MAPPATO;;5;5;BBET, MARATHON;CALCIO | MONDO - MONDIALI | Spagna - Argentina | 1X2 TEMPI SUPPLEMENTARI | 1
ESITO FINALE 1 O OVER X O GG;SI;;1X2;1;MAPPATO;;5;1;360BET;CALCIO | SPAGNA - I DIVISIONE | Real Madrid - Real Sociedad | ESITO FINALE 1 O OVER X O GG | SI
ESITO FINALE 1X2 + GOAL/NOGOAL;1+NG;;Goal/NoGoal;NoGoal;MAPPATO;;5;3;ADMIRAL;CALCIO | REP. CECA - II DIVISIONE | Usti Nad - Kladno | ESITO FINALE 1X2 + GOAL/NOGOAL | 1+NG
RISULTATO ESATTO MULTIPLO 4;0-2 / 1-2 / 0-3 / 1-3;;Risultato Esatto;0-2;MAPPATO;;5;2;MARATHON;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | RISULTATO ESATTO MULTIPLO 4 | 0-2 / 1-2 / 0-3 / 1-3
1X2 DOPPI FALLI;1;;1X2;1;MAPPATO;;4;4;DOMUSBET;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | 1X2 DOPPI FALLI | 1
1X2 DOPPI FALLI LIVE;1;;1X2;1;MAPPATO;;4;4;MARATHON;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | 1X2 DOPPI FALLI LIVE | 1
