iterazione;ticket_vincenti;ticket_esclusi_compatibilita;payout_totale
2054;13161;7;4670428,95
2055;12265;7;4432815,35
2056;12244;7;5814607,16
2057;13158;7;5511631,73
2058;13311;7;5132323,76
2059;12957;7;5597543,35
2060;13252;7;5022073,46
2061;13814;7;6606199,28
2062;12984;7;5866713,83
2063;13100;7;4460657,01
2064;13548;7;4436661,35
2065;12674;7;5627227,28
2066;13110;7;5861221,72
2067;12334;7;4734467,28
2068;13077;7;5216937,01
2069;12735;7;4802337,68
2070;13338;7;5328544,5
2071;12966;7;4850606,68
2072;12900;7;5074230,93
2073;13621;7;5854887,79
2074;12724;7;5102599,37
2075;15212;7;7058788,17
2076;13965;7;5664509,71
2077;12377;7;4047535,52
2078;12497;7;5618117,51
2079;13605;7;5504323,14
2080;13249;7;4901932,76
2081;12835;7;5326117,49
2082;12738;7;5331616,48
2083;12973;7;5409959,73
2084;12865;7;4903578,12
2085;13109;7;4610446,72
2086;12551;7;4346478,94
2087;13253;7;4948634,55
2088;12377;7;3920242,04
2089;13006;7;5965516,88
2090;12763;7;5509333,1
2091;14567;7;5908492,47
2092;12718;7;4506276,45
2093;14387;7;5561013,19
2094;12322;7;4348526,25
2095;12049;7;4198321,75
2096;13459;7;5986738,37
2097;12709;7;5898448,77
2098;14352;7;5785225,32
2099;12275;7;4865152,18
2100;12829;7;4916020,65
2101;13618;7;6130507,05
2102;13685;7;6025136,35
2103;12750;7;5914610,65
2104;13401;7;5385289,8
2105;13773;7;5492069,17
2106;13612;7;6316411,66
2107;12628;7;5705853,39
2108;12114;7;5238928,17
2109;13254;7;5219707,02
2110;13711;7;5027233,61
2111;13692;7;4859672,14
2112;14361;7;7234421,29
2113;13712;7;5467465,79
2114;13325;7;4624982,69
2115;14369;7;5295537,82
2116;13430;7;6002232,52
2117;13560;7;5300468,41
2118;13755;7;6089776,68
2119;12691;7;5287592,81
2120;13605;7;5409165,61
2121;14082;7;6102775,47
2122;13462;7;5263311,46
2123;13573;7;6000408,88
2124;12938;7;5888607,9
2125;13759;7;5088823,87
2126;13786;7;6488107,88
2127;12863;7;6440412,58
2128;12506;7;4340250,87
2129;13186;7;5498178,07
2130;12710;7;6682327,35
2131;12107;7;6387323,94
2132;13605;7;4702313,9
2133;13094;7;4769804,47
2134;13024;7;5936196,49
2135;13855;7;5559004,86
2136;13486;7;5657840,11
2137;13051;7;5299012,62
2138;13111;7;5451286,21
2139;12379;7;4946244,34
2140;14182;7;4844734,18
2141;13984;7;4914486,3
2142;12683;7;4331579,0
2143;12043;7;5008283,4
2144;13079;7;5084050,33
2145;14060;7;5108109,63
2146;14505;7;6931700,6
2147;12297;7;4486000,51
2148;13821;7;5541218,37
2149;13725;7;5465526,26
2150;12191;7;3666728,86
2151;13353;7;5354573,29
2152;13982;7;5652454,17
2153;14017;7;5551753,73
2154;12502;7;4942363,55
2155;12980;7;5125216,14
2156;13886;7;4686006,63
2157;13143;7;5564467,24
2158;12875;7;5324782,22
2159;12709;7;6604950,02
2160;12712;7;4837265,12
2161;13957;7;5615439,46
2162;13148;7;5298679,08
2163;12481;7;5795704,37
2164;13765;7;5438030,64
2165;13569;7;5413018,3
2166;12248;7;4369121,37
2167;13408;7;5617717,15
2168;13029;7;4756459,6
2169;13526;7;5982113,43
2170;13804;7;5530859,91
2171;12430;7;4965750,54
2172;12447;7;4516114,26
2173;13451;7;5935414,22
2174;14365;7;5503314,25
2175;13319;7;5478822,95
2176;13256;7;5382161,09
2177;13879;7;5857004,96
2178;13897;7;5852900,11
2179;12764;7;6044098,43
2180;14020;7;6311964,83
2181;13318;7;5249835,69
2182;13503;7;5216361,05
2183;12991;7;6558751,47
2184;13539;7;4785974,68
2185;13461;7;5362927,24
2186;13730;7;4115754,21
2187;13824;7;6687592,73
2188;13685;7;6298640,24
2189;12248;7;5268783,54
2190;13082;7;5429273,97
2191;14364;7;6247678,85
2192;12669;7;5583370,0
2193;12801;7;3763094,34
2194;13006;7;4641346,25
2195;12651;7;4922659,21
2196;12686;7;5333082,93
2197;13638;7;6248778,29
2198;11940;7;4323613,64
2199;13489;7;5646687,13
2200;13367;7;4990158,52
2201;12858;7;4995899,55
2202;12229;7;3932114,48
2203;12786;7;4275757,94
2204;12748;7;4465987,88
2205;13273;7;4464902,26
2206;13134;7;6405433,02
2207;12514;7;4840142,79
2208;11710;7;3987805,98
2209;13550;7;4500717,65
2210;13239;7;4914349,61
2211;14005;7;5741097,29
2212;12305;7;5046968,74
2213;13095;7;4842644,09
2214;13583;7;5471696,33
2215;13000;7;6088468,99
2216;13570;7;4980926,52
2217;12996;7;5148682,32
2218;12635;7;4347659,63
2219;12165;7;5767855,7
2220;13250;7;5048017,84
2221;12462;7;5350217,09
2222;13644;7;5277061,83
2223;13984;7;5193880,44
2224;13724;7;5223502,38
2225;12770;7;5094405,54
2226;13070;7;4883424,2
2227;13571;7;5831640,75
2228;13495;7;5105068,85
2229;14296;7;5533311,11
2230;13272;7;5878738,87
2231;12246;7;4485351,33
2232;13561;7;5174378,81
2233;12864;7;5893026,45
2234;14195;7;5253521,42
2235;13289;7;5758807,15
2236;11858;7;4994534,46
2237;12465;7;5439578,89
2238;12557;7;4561255,23
2239;12175;7;5064161,13
2240;13681;7;5453740,03
2241;13482;7;6893412,36
2242;12358;7;4445704,35
2243;12326;7;4302156,68
2244;13201;7;5351698,76
2245;13499;7;5723601,57
2246;12125;7;5430732,92
2247;12123;7;4489915,17
2248;13688;7;5309747,83
2249;12757;7;5602997,76
2250;14900;7;6466546,62
2251;13286;7;5715815,97
2252;13174;7;4921758,75
2253;13354;7;4780240,33
2254;12725;7;5176187,02
2255;12625;7;4672103,59
2256;12761;7;5476504,51
2257;12548;7;6020665,59
2258;14908;7;5839763,2
2259;14916;7;5108926,73
2260;13782;7;5422824,82
2261;13478;7;5477240,07
2262;12891;7;4534667,42
2263;13589;7;6015296,13
2264;13437;7;5175260,96
2265;13391;7;4882486,33
2266;13316;7;5305229,3
2267;14648;7;6330442,13
2268;12479;7;4803287,55
2269;12801;7;4517220,86
2270;12754;7;5818596,6
2271;14537;7;6586841,43
2272;14144;7;5517349,5
2273;13016;7;5132705,89
2274;12614;7;4618624,14
2275;13255;7;4666054,97
2276;13577;7;6026271,76
2277;13880;7;5070471,68
2278;11926;7;5038885,7
2279;13065;7;5469254,1
2280;13659;7;6329823,97
2281;12093;7;5210645,87
2282;13762;7;5006106,08
2283;13408;7;5590524,12
2284;12102;7;4990442,7
2285;13393;7;6338624,61
2286;13074;7;5081573,6
2287;12379;7;4010432,39
2288;13455;7;5502271,21
2289;12416;7;5065463,17
2290;13325;7;4689052,99
2291;12694;7;4637458,8
2292;13103;7;5095530,4
2293;12749;7;4663051,96
2294;12635;7;5522064,69
2295;12650;7;5307445,09
2296;14566;7;6457481,27
2297;14320;7;6185275,34
2298;12197;7;4341155,83
2299;12525;7;4302643,38
2300;13877;7;5574276,64
2301;12257;7;4445498,14
2302;12350;7;4755155,32
2303;13598;7;4520196,95
2304;13718;7;6027814,55
2305;12729;7;4442136,08
2306;12769;7;5381951,58
2307;13672;7;5665299,5
2308;12480;7;4186444,76
2309;12046;7;4799321,35
2310;12572;7;4834399,91
2311;12913;7;5913471,78
2312;13931;7;5871149,06
2313;13271;7;5875674,21
2314;13608;7;4888098,93
2315;12561;7;5253313,11
2316;13071;7;6156600,15
2317;13035;7;4770239,17
2318;12727;7;5089329,79
2319;13585;7;5064191,57
2320;12548;7;5178354,76
2321;13194;7;4768646,33
2322;12808;7;4231350,5
2323;13853;7;5857216,0
2324;13475;7;5682972,41
2325;13836;7;6278286,86
2326;13316;7;5289869,03
2327;14494;7;6679649,64
2328;12772;7;4940494,08
2329;13282;7;5353207,47
2330;13653;7;5197601,49
2331;12447;7;4493263,5
2332;13442;7;5938905,45
2333;12273;7;4818608,73
2334;12979;7;6008877,92
2335;13402;7;5947952,02
2336;12877;7;5336704,77
2337;14023;7;5373889,51
2338;11827;7;4119602,62
2339;13581;7;5570798,17
2340;12685;7;5016372,46
2341;12063;7;4301843,42
2342;13290;7;5085145,48
2343;13046;7;6231780,43
2344;14360;7;5261864,41
2345;12656;7;5163106,81
2346;13979;7;5423118,3
2347;12185;7;5006933,05
2348;13819;7;4508505,75
2349;13986;7;5007134,66
2350;12488;7;4602091,35
2351;13065;7;5183289,52
2352;12627;7;5226551,66
2353;12593;7;6129258,47
2354;13086;7;5353708,91
2355;14235;7;5769332,4
2356;12586;7;4606223,05
2357;12662;7;4934744,68
2358;13864;7;6244454,92
2359;12579;7;4997305,68
2360;13103;7;5456833,81
2361;13254;7;5455320,93
2362;13199;7;5901791,3
2363;13074;7;4805735,43
2364;12910;7;5414120,7
2365;12196;7;4705786,9
2366;13854;7;6171564,23
2367;12249;7;4955865,43
2368;12096;7;4470629,62
2369;11659;7;4365062,54
2370;13158;7;5379428,67
2371;13338;7;4947557,4
2372;13640;7;5524168,86
2373;12528;7;4727847,81
2374;13917;7;5927463,49
2375;14697;7;5308676,15
2376;13165;7;4807667,06
2377;13162;7;4900388,88
2378;13420;7;5363074,88
2379;12720;7;5591260,58
2380;11511;7;4667055,54
2381;13301;7;6774165,04
2382;12977;7;4814471,27
2383;13430;7;4925359,89
2384;13228;7;6027615,2
2385;12835;7;4071934,59
2386;13777;7;5776068,68
2387;13035;7;6375661,13
2388;12823;7;4483175,05
2389;13139;7;6086673,41
2390;13160;7;5629420,84
2391;12262;7;4784424,95
2392;14510;7;5071995,18
2393;12911;7;4512567,94
2394;14813;7;5446709,44
2395;13594;7;6856984,88
2396;13713;7;4392054,53
2397;13902;7;5541130,97
2398;13070;7;5849101,19
2399;12821;7;5382431,99
2400;12900;7;6191479,06
2401;13696;7;5493055,09
2402;13297;7;5355336,74
2403;14879;7;6966419,82
2404;12251;7;4747825,1
2405;14125;7;6713345,53
2406;14048;7;6449912,21
2407;12879;7;5370309,82
2408;12975;7;4182490,23
2409;12834;7;5801660,94
2410;12110;7;4606984,73
2411;14538;7;5656491,89
2412;12752;7;4329515,49
2413;13626;7;6410783,75
2414;14457;7;5113388,94
2415;13361;7;5197864,27
2416;12308;7;4625464,25
2417;12823;7;4206840,45
2418;13068;7;5225659,87
2419;14649;7;5649427,79
2420;12685;7;4604772,04
2421;14215;7;5838652,78
2422;14787;7;5271492,89
2423;13389;7;4535107,2
2424;12882;7;5137764,91
2425;14036;7;5898162,74
2426;13837;7;5166263,75
2427;13251;7;6871166,99
2428;12590;7;5252307,26
2429;13161;7;5024941,44
2430;13051;7;5993557,37
2431;13899;7;5653956,27
2432;14395;7;5910142,27
2433;12816;7;4878340,35
2434;12501;7;4669603,39
2435;13099;7;4962467,69
2436;12306;7;4357677,19
2437;14134;7;5738528,52
2438;13968;7;5471560,42
2439;12800;7;4179738,58
2440;13100;7;5582249,6
2441;13343;7;4493230,92
2442;13857;7;6765536,19
2443;13286;7;6280953,67
2444;13502;7;4950986,47
2445;12533;7;5666796,92
2446;13210;7;4849999,17
2447;13602;7;6465325,27
2448;13751;7;5696340,02
2449;12799;7;5073174,51
2450;12445;7;4338176,43
2451;13778;7;5777656,72
2452;12712;7;4526953,17
2453;13087;7;5785655,34
2454;13720;7;5338950,31
2455;13248;7;4799026,66
2456;12508;7;3995422,0
2457;14050;7;5987812,14
2458;12508;7;4725786,55
2459;13439;7;5482410,76
2460;12368;7;4168643,57
2461;13910;7;5847110,63
2462;14304;7;5923178,95
2463;14262;7;5745243,29
2464;14429;7;6410821,38
2465;12789;7;4484873,22
2466;13114;7;5639490,35
2467;12808;7;4872813,37
2468;13593;7;5030832,56
2469;13509;7;5685236,85
2470;11976;7;4715950,95
2471;13841;7;5782197,74
2472;13115;7;6288255,27
2473;14173;7;4669288,47
2474;13179;7;5229738,9
2475;13349;7;5342002,36
2476;12592;7;5233764,38
2477;13484;7;4782700,16
2478;13235;7;4546303,75
2479;12066;7;4672936,28
2480;11894;7;4489881,65
2481;13171;7;4739483,75
2482;12238;7;5218047,27
2483;13438;7;5564745,49
2484;12893;7;4449992,63
2485;13521;7;5429338,75
2486;14102;7;6181346,07
2487;13086;7;4902448,68
2488;12995;7;6232610,67
2489;13046;7;5266170,81
2490;14542;7;5946541,12
2491;12997;7;5390217,28
2492;13759;7;5163306,96
2493;13240;7;5839805,39
2494;14022;7;6126989,11
2495;13138;7;3909040,61
2496;13874;7;6158527,2
2497;12878;7;5239877,36
2498;13828;7;5076492,88
2499;11909;7;4186348,44
2500;13631;7;5101495,49
2501;12526;7;4348705,25
2502;11858;7;4815814,92
2503;12815;7;4440340,7
2504;12488;7;5904919,03
2505;13701;7;5742241,81
2506;10970;7;4587399,96
2507;13109;7;5898882,41
2508;12680;7;5074977,4
2509;12956;7;4579212,97
2510;12056;7;4803313,15
2511;13276;7;4688386,4
2512;12258;7;4374419,29
2513;13396;7;5234596,19
2514;12574;7;4196481,95
2515;13259;7;5706747,93
2516;13817;7;5211062,92
2517;13484;7;6424398,17
2518;13140;7;4820307,94
2519;12670;7;4782817,28
2520;13258;7;5518879,35
2521;12821;7;5108082,6
2522;14189;7;4946266,87
2523;13137;7;5001254,54
2524;13154;7;5492699,34
2525;14657;7;6491399,83
2526;13526;7;6265311,27
2527;11644;7;4652789,22
2528;13082;7;5080982,22
2529;13243;7;6043365,7
2530;12517;7;5122634,11
2531;14510;7;6652514,89
2532;13204;7;4887291,38
2533;12911;7;4578721,99
2534;13745;7;6054713,28
2535;13286;7;5159478,52
2536;12209;7;4355601,13
2537;14327;7;5829657,05
2538;13503;7;5608807,63
2539;12282;7;4815803,63
2540;12734;7;5557405,28
2541;12936;7;4287634,28
2542;13968;7;6292353,42
2543;13379;7;5594999,75
2544;13050;7;4592934,52
2545;13033;7;5165163,25
2546;13635;7;6159283,84
2547;12385;7;5227497,36
2548;13684;7;5338467,61
2549;12330;7;5206334,82
2550;13054;7;5063296,95
2551;12677;7;5116497,62
2552;12701;7;4810414,29
2553;13615;7;5399473,77
2554;12626;7;4927068,44
2555;12916;7;5112086,73
2556;12274;7;4141006,92
2557;12824;7;5535202,46
2558;14068;7;5459352,22
2559;12864;7;4586464,59
2560;13489;7;6437728,23
2561;13415;7;6474785,92
2562;12904;7;4859165,69
2563;13850;7;4641147,3
2564;13885;7;5958577,4
2565;12336;7;4369482,51
2566;13254;7;5454281,61
2567;12780;7;6036465,93
2568;13633;7;5625576,01
2569;12717;7;5055657,07
2570;13286;7;5333562,15
2571;14128;7;4512856,49
2572;13718;7;5978448,0
2573;12934;7;4834458,98
2574;12894;7;5654366,16
2575;13280;7;5346643,87
2576;13115;7;4767414,91
2577;12931;7;4623673,26
2578;11614;7;4797712,75
2579;12705;7;5057648,85
2580;13614;7;4918726,12
2581;14017;7;5378416,05
2582;12970;7;4996650,1
2583;12790;7;5254868,09
2584;12960;7;4509636,0
2585;13244;7;6020934,47
2586;15014;7;6294853,15
2587;14067;7;6603293,18
2588;13197;7;4615145,32
2589;13234;7;5532365,11
2590;13356;7;6206108,91
2591;12669;7;5410890,47
2592;12772;7;5985834,79
2593;13726;7;5534035,85
2594;12400;7;4854871,31
2595;13196;7;5219045,94
2596;12706;7;5359675,29
2597;14076;7;4816506,46
2598;13075;7;5228919,14
2599;14005;7;6053779,33
2600;13487;7;5159887,82
2601;12947;7;4428792,3
2602;13139;7;5467656,3
2603;13522;7;5267483,24
2604;14393;7;6633575,93
2605;14212;7;5120412,31
2606;13405;7;5254131,44
2607;13511;7;5814826,89
2608;12941;7;5729500,41
2609;14658;7;5406176,37
2610;12706;7;5319668,97
2611;13303;7;5650470,59
2612;13821;7;6096630,93
2613;13892;7;5197639,15
2614;12418;7;4984059,96
2615;13035;7;4133121,66
2616;13532;7;5650515,12
2617;12835;7;5092831,77
2618;12948;7;4831412,2
2619;14151;7;6391886,99
2620;13328;7;6716756,32
2621;12491;7;5128788,46
2622;13521;7;5737063,8
2623;13783;7;5225698,27
2624;13262;7;4702923,17
2625;11662;7;5054275,81
2626;14165;7;5261725,41
2627;13794;7;5916350,39
2628;13553;7;4468144,16
2629;13872;7;6127069,89
2630;12641;7;4664539,34
2631;13468;7;5165404,38
2632;13343;7;5713159,79
2633;13202;7;5995572,72
2634;12938;7;4708319,25
2635;12610;7;5292383,21
2636;13246;7;5787270,48
2637;14124;7;7178756,36
2638;13522;7;5086171,22
2639;13810;7;5697907,93
2640;13468;7;4285601,91
2641;13530;7;6195681,07
2642;12736;7;4988516,29
2643;11711;7;4986484,33
2644;11779;7;4506842,82
2645;13610;7;4854313,99
2646;13967;7;6150578,3
2647;12260;7;4664341,97
2648;13078;7;5312716,95
2649;13675;7;5077963,68
2650;12382;7;4213915,33
2651;13624;7;4986742,46
2652;13172;7;4810071,37
2653;13345;7;4688352,18
2654;13410;7;6038543,7
2655;13310;7;5241336,96
2656;12774;7;6634718,87
2657;13153;7;5162019,68
2658;13414;7;4121953,45
2659;13676;7;5644807,29
2660;12897;7;4454149,17
2661;13085;7;4767221,02
2662;13158;7;5868929,22
2663;14123;7;5530843,67
2664;11904;7;3725642,9
2665;14043;7;5307470,25
2666;13128;7;6346247,93
2667;12473;7;4010195,82
2668;13377;7;5086890,72
2669;13001;7;4795212,8
2670;12931;7;5696473,98
2671;14425;7;5214781,37
2672;13773;7;6866574,27
2673;13618;7;5031447,09
2674;13018;7;5619538,35
2675;14474;7;6015618,77
2676;13865;7;5552968,43
2677;13674;7;5352964,84
2678;13328;7;6126349,79
2679;13312;7;4659475,48
2680;12691;7;5459108,86
2681;13451;7;5574243,14
2682;13635;7;4675946,43
2683;12842;7;5059620,13
2684;13105;7;4961860,44
2685;12777;7;5394943,81
2686;13030;7;5347528,67
2687;14002;7;6179123,33
2688;12451;7;5179208,89
2689;11502;7;5102117,82
2690;13209;7;5315128,0
2691;13939;7;6010133,13
2692;11706;7;4463509,57
2693;14113;7;5147185,83
2694;12830;7;4689399,92
2695;14543;7;4838465,26
2696;13119;7;5554486,56
2697;12416;7;4714372,35
2698;11636;7;4750938,82
2699;12722;7;6094201,03
2700;12846;7;5343530,5
2701;14181;7;5542819,11
2702;14456;7;5596288,84
2703;13581;7;5788297,91
2704;14100;7;4800847,56
2705;12340;7;4677210,1
2706;14612;7;5312046,89
2707;13445;7;5419500,48
2708;13388;7;5750531,8
2709;12445;7;4205158,08
2710;14258;7;5337280,79
2711;13572;7;6319055,11
2712;13669;7;5493194,19
2713;12212;7;4767750,28
2714;14112;7;5211733,07
2715;13057;7;5976836,97
2716;13122;7;4051361,79
2717;13470;7;5857827,06
2718;13739;7;6632424,37
2719;13907;7;5170297,54
2720;12994;7;4540814,8
2721;13058;7;5545123,63
2722;12863;7;4185109,97
2723;12782;7;5404494,39
2724;12784;7;4148409,18
2725;13828;7;5075797,37
2726;14374;7;6048668,66
2727;12586;7;4904377,57
2728;13115;7;5382434,71
2729;13143;7;6653701,86
2730;13504;7;6117813,94
2731;12632;7;5411926,66
2732;12710;7;4223013,6
2733;13143;7;5102504,0
2734;12885;7;4882987,77
2735;13318;7;5887402,54
2736;12870;7;4547914,05
2737;13348;7;5202771,01
2738;13937;7;6091404,75
2739;12722;7;4728361,44
2740;13599;7;5691079,07
2741;12410;7;5563023,83
2742;12302;7;4648693,7
2743;12796;7;4473885,82
2744;12886;7;5151086,05
2745;12273;7;4641199,86
2746;13954;7;5383142,14
2747;13010;7;5576842,06
2748;13324;7;4368418,04
2749;13148;7;6157907,07
2750;13934;7;5706613,58
2751;13264;7;6017128,05
2752;13375;7;5385545,44
2753;14157;7;6204119,28
2754;13382;7;5051404,78
2755;11922;7;4937938,7
2756;13904;7;5722683,22
2757;13642;7;6614841,11
2758;12654;7;5232273,72
2759;12765;7;5681967,29
2760;13817;7;4695545,83
2761;13346;7;4490635,1
2762;12993;7;4533028,46
2763;13651;7;5841632,7
2764;13044;7;5549568,44
2765;13176;7;4873665,23
2766;13551;7;5534021,78
2767;13539;7;6297137,01
2768;13063;7;5426330,35
2769;14080;7;5384589,07
2770;12937;7;4248664,35
2771;12817;7;5691555,99
2772;12348;7;5412814,55
2773;12196;7;4787625,58
2774;12716;7;4944882,66
2775;12794;7;4747966,55
2776;13651;7;5588103,92
2777;13928;7;5781975,04
2778;12970;7;5246551,04
2779;12609;7;4455865,93
2780;13715;7;5425243,65
2781;12463;7;4933051,32
2782;13019;7;4940630,32
2783;13250;7;4855055,64
2784;13845;7;5523522,43
2785;14492;7;5420308,13
2786;12506;7;4030914,59
2787;13787;7;6480104,85
2788;13272;7;5089481,5
2789;12335;7;5599744,68
2790;14255;7;5772283,38
2791;14052;7;7478484,53
2792;13438;7;5062656,66
2793;12935;7;5236326,69
2794;12910;7;4833273,77
2795;13340;7;6047896,0
2796;13099;7;5180460,48
2797;13059;7;5683998,1
2798;13186;7;5043499,31
2799;13776;7;6206676,75
2800;13895;7;5152681,48
2801;12929;7;5026068,54
2802;13011;7;5729982,2
2803;15007;7;6076222,19
2804;13272;7;5400336,08
2805;13347;7;5818611,11
2806;12651;7;5209562,86
2807;12977;7;5304453,69
2808;13954;7;5766074,82
2809;14935;7;7404115,36
2810;14350;7;5456852,56
2811;13212;7;4920781,1
2812;13367;7;5348583,29
2813;12911;7;5873454,41
2814;14065;7;5850918,93
2815;12842;7;5333413,39
2816;14763;7;5958829,77
2817;12143;7;4229078,23
2818;13254;7;5979890,01
2819;13570;7;5456549,04
2820;13237;7;5276151,61
2821;13459;7;5134977,83
2822;13773;7;4684965,7
2823;14777;7;7358826,78
2824;13317;7;6139732,33
2825;13632;7;5203549,32
2826;12594;7;4581720,91
2827;13207;7;4348580,63
2828;13990;7;4938053,19
2829;13830;7;5470434,69
2830;13305;7;4509403,19
2831;11954;7;4637739,9
2832;12688;7;5642005,59
2833;13980;7;5052746,99
2834;13254;7;5502684,75
2835;12301;7;5668311,94
2836;14650;7;5193560,84
2837;12454;7;4758276,76
2838;13310;7;4962379,99
2839;13521;7;4873949,91
2840;12063;7;4345049,11
2841;11590;7;3845544,34
2842;12463;7;6368770,89
2843;13318;7;6094388,47
2844;14031;7;5089614,93
2845;12049;7;4080674,47
2846;12998;7;5223889,13
2847;13749;7;5594141,54
2848;12401;7;4231459,12
2849;12614;7;4785583,93
2850;11716;7;4589144,6
2851;12456;7;4748957,01
2852;13432;7;5941853,59
2853;13622;7;5018143,3
2854;15023;7;5315981,89
2855;14240;7;5856702,73
2856;14179;7;5855709,17
2857;12834;7;4655613,05
2858;12583;7;4855981,63
2859;14237;7;5810979,99
2860;13158;7;5335591,5
2861;13524;7;5153420,53
2862;13744;7;5359572,43
2863;13798;7;5500893,56
2864;13716;7;6481085,22
2865;12570;7;6112474,87
2866;14783;7;5144803,74
2867;12749;7;5049428,5
2868;14124;7;5765594,57
2869;13266;7;6109565,18
2870;13459;7;4627881,77
2871;12874;7;5080837,51
2872;13457;7;5923733,19
2873;13430;7;5665922,13
2874;12555;7;5266248,18
2875;12913;7;5462197,45
2876;12515;7;6169739,29
2877;12740;7;4384996,35
2878;12698;7;4601495,69
2879;13513;7;4967264,38
2880;12321;7;4724512,96
2881;13980;7;5829639,97
2882;13343;7;5880874,8
2883;13987;7;5335762,18
2884;13420;7;5615839,65
2885;12295;7;4628413,05
2886;12854;7;4980005,73
2887;14050;7;5650417,3
2888;12716;7;4351924,49
2889;14852;7;5984986,36
2890;14036;7;4999869,4
2891;12015;7;4391166,67
2892;14304;7;6748003,45
2893;12702;7;4684710,0
2894;13287;7;4847194,88
2895;13193;7;5225696,25
2896;14040;7;6051157,97
2897;12185;7;5748839,06
2898;13129;7;5261524,1
2899;13649;7;5969622,1
2900;12399;7;4357093,9
2901;12673;7;5264377,39
2902;13792;7;5224892,63
2903;13383;7;4960255,49
2904;13515;7;4922554,04
2905;12818;7;5098210,88
2906;13226;7;4515427,93
2907;11667;7;4463351,71
2908;13003;7;5903505,52
2909;12327;7;5268494,27
2910;13538;7;5502203,9
2911;13259;7;6247368,45
2912;13101;7;4535160,3
2913;11870;7;3689241,1
2914;12209;7;4654220,36
2915;13108;7;6735542,28
2916;13947;7;6000509,7
2917;13144;7;4919481,56
2918;13647;7;5647997,04
2919;13094;7;6372699,83
2920;13614;7;4627554,31
2921;13509;7;6689246,33
2922;12273;7;4692494,17
2923;13850;7;5719884,65
2924;14845;7;6241426,11
2925;12731;7;5041162,76
2926;13982;7;5861659,75
2927;13147;7;5621888,31
2928;13127;7;5675879,82
2929;12602;7;4348290,79
2930;12836;7;4690244,2
2931;13718;7;5333049,28
2932;13416;7;5310912,81
2933;13089;7;4968756,31
2934;13871;7;5698709,93
2935;13642;7;4963660,21
2936;14152;7;5000143,97
2937;13860;7;5779787,15
2938;11002;7;5442123,07
2939;13287;7;6379126,39
2940;15181;7;7144538,81
2941;12950;7;5231589,58
2942;12331;7;4236694,14
2943;12865;7;5881470,23
2944;12575;7;5089910,09
2945;12673;7;4570589,95
2946;14938;7;5887474,31
2947;12834;7;4304093,74
2948;12501;7;5317903,87
2949;13648;7;5086063,42
2950;13565;7;6181931,3
2951;14013;7;5592001,51
2952;12597;7;5227493,33
2953;12824;7;4961614,69
2954;15949;7;7424051,5
2955;12423;7;4523668,33
2956;13781;7;5747565,3
2957;13144;7;5985718,58
2958;12803;7;4253790,74
2959;12406;7;4890392,37
2960;13074;7;5218826,38
2961;12586;7;4317879,47
2962;13186;7;4643936,14
2963;12236;7;4442279,59
2964;12673;7;5411408,77
2965;12475;7;5127568,74
2966;14574;7;5378411,76
2967;14221;7;6808200,49
2968;13615;7;5828637,27
2969;13145;7;5474954,03
2970;14191;7;4904629,55
2971;13721;7;5908132,49
2972;13390;7;4746583,64
2973;13038;7;5341332,93
2974;13873;7;5534703,83
2975;13764;7;6062743,68
2976;14081;7;5423761,69
2977;12063;7;4687111,56
2978;13732;7;5048466,23
2979;13359;7;4808930,37
2980;13066;7;4901397,05
2981;13628;7;5684203,4
2982;13126;7;5162412,13
2983;13286;7;5112629,37
2984;13211;7;5847988,4
2985;13836;7;5799656,53
2986;12795;7;4987255,55
2987;15072;7;5485990,9
2988;13214;7;4851611,66
2989;13676;7;5859645,56
2990;12779;7;5013996,77
2991;13094;7;4728943,93
2992;13695;7;5779341,16
2993;13427;7;5527335,57
2994;12761;7;5238629,93
2995;11908;7;4804307,47
2996;11529;7;4709552,32
2997;12580;7;4591538,72
2998;12464;7;3978087,34
2999;13595;7;6180114,78
3000;14332;7;5770919,74
3001;14229;7;6052908,58
3002;12900;7;4943192,0
3003;13730;7;4614660,66
3004;13228;7;5962278,44
3005;13136;7;4987340,08
3006;12358;7;4952449,54
3007;12992;7;4932172,68
3008;12923;7;4537684,49
3009;13245;7;4863488,96
3010;12895;7;4478370,5
3011;14070;7;5831780,31
3012;14235;7;5133689,16
3013;11882;7;4017644,33
3014;13858;7;6090860,76
3015;13393;7;4744768,3
3016;13530;7;4679330,94
3017;13948;7;6159162,61
3018;13544;7;5574714,79
3019;12531;7;4991276,69
3020;12723;7;5334112,7
3021;13005;7;4809418,11
3022;13271;7;4944970,86
3023;13748;7;6616127,29
3024;14213;7;6419682,94
3025;13269;7;4833484,35
3026;12048;7;4941980,8
3027;13449;7;5283765,91
3028;12284;7;5197803,82
3029;12875;7;4806252,35
3030;12845;7;5088496,18
3031;14503;7;5593548,4
3032;13030;7;5536061,96
3033;13063;7;4588742,16
3034;14075;7;6804746,89
3035;14178;7;6998763,49
3036;11520;7;4972390,24
3037;13978;7;5147645,46
3038;13303;7;5298179,86
3039;13622;7;5484144,54
3040;13723;7;5924439,84
3041;13800;7;5352892,81
3042;13192;7;5356291,8
3043;14239;7;4999685,44
3044;13139;7;4879395,81
3045;14090;7;5889877,94
3046;15437;7;5351534,95
3047;13387;7;5457809,32
3048;14537;7;6305772,14
3049;12553;7;5426585,8
3050;12187;7;4647442,2
