iterazione;ticket_vincenti;ticket_esclusi_compatibilita;payout_totale
4048;13497;7;5414992,86
4049;14205;7;5447746,93
4050;13603;7;6527241,34
4051;13992;7;6106642,86
4052;14083;7;6380111,54
4053;13417;7;4976288,09
4054;14311;7;5465312,35
4055;13620;7;5784879,74
4056;12186;7;4825527,04
4057;13558;7;5835461,43
4058;12949;7;5310892,06
4059;12629;7;4483115,05
4060;12635;7;5393289,78
4061;13349;7;4517982,34
4062;14029;7;4957756,86
4063;12708;7;4075923,26
4064;13669;7;5507941,78
4065;12594;7;4919600,38
4066;13450;7;5330744,87
4067;13876;7;5093312,58
4068;14261;7;6372808,73
4069;12064;7;5306369,35
4070;13025;7;5751191,33
4071;13594;7;6013933,56
4072;13615;7;4858953,39
4073;13273;7;4715117,21
4074;13136;7;4629582,35
4075;13726;7;5199260,24
4076;13144;7;6395433,08
4077;14403;7;5342989,06
4078;14430;7;6069773,67
4079;12173;7;4400137,45
4080;13643;7;5289785,24
4081;13917;7;6554761,05
4082;14656;7;6541464,42
4083;12611;7;5426773,87
4084;12393;7;5412529,73
4085;14297;7;6113153,51
4086;12729;7;5080072,08
4087;13189;7;5481535,77
4088;14030;7;4823841,22
4089;12868;7;5470700,52
4090;13818;7;5459682,32
4091;13809;7;5916801,68
4092;12836;7;6244877,33
4093;13132;7;4796108,53
4094;13201;7;6293059,19
4095;13046;7;4517374,08
4096;13995;7;5485289,04
4097;12829;7;4052699,74
4098;13199;7;4194861,46
4099;13746;7;5450362,28
4100;14048;7;5711862,14
4101;13222;7;4835623,3
4102;14196;7;5748861,03
4103;13510;7;5566743,29
4104;12785;7;4973755,2
4105;13843;7;5493017,73
4106;14023;7;6369961,64
4107;13559;7;5912108,5
4108;12965;7;4319668,58
4109;12711;7;5304288,05
4110;12467;7;4782503,11
4111;12632;7;4396661,49
4112;12801;7;4150825,91
4113;14569;7;5995461,67
4114;13965;7;5457808,35
4115;12447;7;5360495,14
4116;12997;7;5644398,33
4117;12746;7;4835156,72
4118;12879;7;5235582,23
4119;13248;7;5612749,67
4120;13772;7;5110214,2
4121;13293;7;5239364,89
4122;13217;7;5068782,0
4123;14946;7;6407340,33
4124;14363;7;5294549,18
4125;12601;7;5430409,12
4126;12703;7;4953823,46
4127;13825;7;4951235,26
4128;14400;7;6563660,9
4129;13100;7;4980800,65
4130;16092;7;5921367,15
4131;13727;7;5225140,64
4132;12577;7;4550858,87
4133;13169;7;5957005,18
4134;13049;7;6070913,82
4135;12411;7;5186192,08
4136;12911;7;5332766,6
4137;11301;7;3841493,13
4138;13368;7;5401520,73
4139;14148;7;5244558,38
4140;13515;7;5764250,99
4141;13671;7;5654585,05
4142;14654;7;5358772,82
4143;13982;7;4825884,83
4144;13366;7;5225843,11
4145;12698;7;4508354,22
4146;12084;7;4129962,01
4147;12957;7;4943786,39
4148;12872;7;5892627,83
4149;12678;7;4735308,77
4150;13659;7;4777889,04
4151;13027;7;4702395,63
4152;13784;7;5054325,95
4153;12435;7;4208388,89
4154;13991;7;6653544,09
4155;13698;7;5588827,9
4156;12320;7;5747516,61
4157;14175;7;6886421,55
4158;14087;7;4623217,13
4159;12466;7;5107399,71
4160;14968;7;4997252,22
4161;12207;7;4168334,5
4162;12332;7;5781435,47
4163;12884;7;5114615,16
4164;13617;7;6673255,86
4165;12961;7;4762068,69
4166;13075;7;5136213,97
4167;13032;7;5146240,97
4168;12884;7;5183762,17
4169;14732;7;5086563,5
4170;11830;7;5320046,85
4171;13045;7;4384175,11
4172;14107;7;5871205,7
4173;12365;7;4677464,94
4174;13651;7;5277883,4
4175;12451;7;3975742,67
4176;12449;7;4558692,28
4177;12680;7;4593669,45
4178;13286;7;5785155,11
4179;12579;7;4651842,68
4180;13395;7;5412789,31
4181;15569;7;7309526,72
4182;13140;7;5469294,45
4183;13007;7;4983763,5
4184;12994;7;5398132,35
4185;13506;7;5653276,97
4186;13513;7;5832995,23
4187;13310;7;6678436,96
4188;13811;7;5220067,09
4189;12407;7;4668711,71
4190;12859;7;4468569,39
4191;13534;7;5287422,74
4192;12613;7;5040321,9
4193;13262;7;4720858,7
4194;13168;7;4946657,77
4195;12333;7;4929593,27
4196;13789;7;5358927,85
4197;13045;7;4834494,54
4198;12609;7;6432813,79
4199;13649;7;5886840,11
4200;12821;7;5600169,22
4201;13401;7;5267987,46
4202;12826;7;5911924,93
4203;12057;7;4851961,34
4204;13429;7;5305730,11
4205;13547;7;5950524,27
4206;12725;7;4756230,08
4207;13926;7;5761703,06
4208;14148;7;5441161,37
4209;13312;7;4863989,49
4210;13023;7;5027303,4
4211;13978;7;7274530,17
4212;13890;7;5385673,27
4213;13242;7;6544111,28
4214;13732;7;5468261,99
4215;13500;7;5321338,75
4216;12810;7;4558426,75
4217;12797;7;4696075,43
4218;12135;7;4807310,94
4219;12982;7;4714006,2
4220;14085;7;6437158,71
4221;12884;7;4525869,92
4222;12039;7;5043486,51
4223;12755;7;4269330,37
4224;12236;7;4727901,84
4225;14633;7;6005900,86
4226;14302;7;5021059,11
4227;13023;7;4759596,2
4228;13566;7;6045283,67
4229;13187;7;5076120,6
4230;13871;7;6739226,05
4231;12152;7;5171152,4
4232;13101;7;4310761,81
4233;13522;7;5652649,76
4234;13050;7;5269994,28
4235;13428;7;5071118,13
4236;13554;7;4666253,18
4237;12386;7;6292567,01
4238;12532;7;4683355,33
4239;13709;7;6066178,61
4240;12841;7;5093638,32
4241;13644;7;5517193,93
4242;13366;7;6338338,5
4243;15146;7;5260052,6
4244;14107;7;4912141,17
4245;14337;7;6009537,39
4246;13026;7;5595575,73
4247;13822;7;5202870,44
4248;12275;7;4616147,75
4249;13179;7;5473026,4
4250;12644;7;5130271,91
4251;13156;7;5222517,05
4252;12973;7;5593695,56
4253;12336;7;6105161,79
4254;13475;7;5275385,63
4255;13756;7;4768982,8
4256;13680;7;5034299,27
4257;14110;7;6337371,64
4258;12921;7;5096868,05
4259;13597;7;5341261,19
4260;14909;7;6379501,32
4261;13341;7;5754194,89
4262;12577;7;4786625,52
4263;13704;7;4699238,77
4264;12529;7;4560299,62
4265;12573;7;6198874,3
4266;12589;7;4907689,04
4267;13619;7;5676587,7
4268;12008;7;4134119,24
4269;14157;7;6104808,95
4270;14299;7;5658152,59
4271;13653;7;5919540,7
4272;13238;7;5320670,3
4273;13409;7;5212108,84
4274;12962;7;6216252,7
4275;13231;7;5509757,85
4276;13710;7;5871464,74
4277;12557;7;4647159,11
4278;12431;7;4325556,96
4279;13770;7;5789761,06
4280;13132;7;5506426,83
4281;12751;7;4472592,14
4282;12685;7;6268144,97
4283;14202;7;6322811,65
4284;14017;7;5967943,2
4285;13311;7;4840654,66
4286;13487;7;5086214,79
4287;12755;7;6180478,25
4288;13193;7;6086489,84
4289;14492;7;6011050,17
4290;13344;7;5416527,34
4291;12108;7;4805205,39
4292;14355;7;6719413,51
4293;12095;7;4905406,85
4294;12645;7;4719368,74
4295;14097;7;4595446,74
4296;13610;7;5022074,25
4297;13285;7;4291463,03
4298;12846;7;5464146,89
4299;13022;7;5385729,71
4300;12905;7;4955543,98
4301;12557;7;4867611,94
4302;14432;7;5680733,51
4303;13940;7;5278676,94
4304;13623;7;5622147,73
4305;12657;7;4654293,29
4306;13463;7;6010865,59
4307;12563;7;4922810,85
4308;13189;7;6010015,12
4309;13051;7;5906754,4
4310;13090;7;4808322,82
4311;12246;7;5956696,16
4312;13490;7;5849334,58
4313;13249;7;4914663,13
4314;13753;7;5342898,74
4315;13057;7;4701260,26
4316;14106;7;5679176,75
4317;13116;7;5259719,52
4318;13031;7;4817899,98
4319;14692;7;6508780,99
4320;12373;7;4722396,53
4321;13437;7;5738399,88
4322;13017;7;4672677,85
4323;12362;7;5199624,25
4324;12654;7;5242956,56
4325;13277;7;6366292,46
4326;13435;7;5155668,86
4327;12595;7;5648103,22
4328;13279;7;4659982,0
4329;12756;7;4733141,12
4330;14704;7;6979199,15
4331;12948;7;5215213,41
4332;14603;7;5021502,74
4333;13972;7;5524806,56
4334;12984;7;5091176,99
4335;13503;7;6581226,62
4336;14292;7;5801593,36
4337;14342;7;5142711,68
4338;13941;7;4906107,65
4339;14603;7;6150675,05
4340;13020;7;5222336,78
4341;13245;7;5584289,57
4342;13041;7;4977563,28
4343;12665;7;4601377,66
4344;13095;7;4617994,54
4345;13564;7;6413597,03
4346;13793;7;6398693,32
4347;13332;7;4998746,82
4348;13276;7;5115855,15
4349;13850;7;5103397,93
4350;12396;7;5747996,65
4351;13347;7;4737814,36
4352;12100;7;4819902,17
4353;14183;7;6167429,03
4354;12475;7;4243643,05
4355;14038;7;5944837,03
4356;13494;7;6547000,57
4357;12885;7;4822892,88
4358;12999;7;5642863,76
4359;12747;7;5058162,15
4360;13153;7;5438125,93
4361;15314;7;7077849,34
4362;13710;7;5532622,92
4363;12530;7;4874030,8
4364;13205;7;5219786,12
4365;13709;7;5618983,25
4366;13207;7;4882114,01
4367;11776;7;4673103,86
4368;12780;7;5191431,35
4369;13547;7;4864425,36
4370;11166;7;4235706,85
4371;14288;7;5767311,69
4372;14063;7;5712630,4
4373;13786;7;7172236,93
4374;13682;7;4841793,24
4375;12234;7;4163740,92
4376;13251;7;4889217,41
4377;13449;7;5561262,65
4378;13974;7;6513769,32
4379;11554;7;5012795,4
4380;12703;7;4928162,24
4381;13203;7;5651548,19
4382;13343;7;4990535,55
4383;13536;7;5049899,7
4384;13477;7;4360620,64
4385;13461;7;4557822,96
4386;13097;7;4889723,6
4387;12899;7;5087975,33
4388;12883;7;4579537,09
4389;12077;7;5499849,97
4390;13916;7;5227485,7
4391;12896;7;4055953,25
4392;12084;7;5289588,43
4393;13121;7;5284226,55
4394;12857;7;4882827,06
4395;14019;7;5946996,2
4396;13831;7;5875203,41
4397;14640;7;5511859,0
4398;13714;7;5978674,04
4399;14643;7;4597871,73
4400;13514;7;4486741,76
4401;14197;7;5835089,23
4402;12579;7;5032932,03
4403;14183;7;6467258,89
4404;12698;7;4528380,8
4405;13673;7;5472010,34
4406;14089;7;6293551,88
4407;14368;7;4992225,71
4408;12398;7;5576739,02
4409;13187;7;7085361,44
4410;12466;7;5945163,64
4411;13658;7;5842122,89
4412;13046;7;5280812,64
4413;12960;7;5082180,76
4414;12987;7;5039718,61
4415;12072;7;4966451,83
4416;14004;7;5017497,14
4417;13370;7;5624954,73
4418;11986;7;4654343,81
4419;12325;7;4159244,37
4420;12658;7;4751908,91
4421;13357;7;4549080,17
4422;15090;7;5215552,41
4423;11806;7;4741527,42
4424;13303;7;4984949,73
4425;12660;7;4588833,18
4426;13686;7;5838442,07
4427;12779;7;5045545,48
4428;12415;7;4994082,32
4429;14731;7;6833049,46
4430;12708;7;4868692,25
4431;12833;7;5895316,19
4432;12064;7;4381167,85
4433;13326;7;5041234,58
4434;12504;7;4695257,46
4435;14530;7;6282867,55
4436;13107;7;5026232,18
4437;14669;7;6545358,91
4438;12590;7;5456171,48
4439;14040;7;5368381,69
4440;11977;7;4660369,15
4441;12789;7;6007691,18
4442;14721;7;6447994,71
4443;13298;7;5251382,56
4444;14151;7;5746063,85
4445;13028;7;6170203,18
4446;13341;7;4051692,25
4447;13801;7;5049098,42
4448;14624;7;6390952,32
4449;13249;7;5980900,25
4450;13762;7;5924238,34
4451;13999;7;5799128,79
4452;13070;7;5000841,11
4453;13631;7;4607682,22
4454;15015;7;6039454,73
4455;12791;7;4751656,3
4456;12989;7;4827843,18
4457;14069;7;6170793,58
4458;13979;7;4538397,9
4459;13635;7;4910057,78
4460;13281;7;5184326,01
4461;11973;7;4792929,91
4462;12573;7;5361273,54
4463;14559;7;5312518,45
4464;14003;7;4942002,88
4465;13390;7;5202776,7
4466;11389;7;5269625,2
4467;13004;7;4916096,15
4468;14284;7;6029293,77
4469;12033;7;4559558,41
4470;13225;7;4758892,47
4471;13275;7;5715532,01
4472;12848;7;5647858,06
4473;13543;7;5057735,8
4474;13060;7;5234230,93
4475;13130;7;4976190,9
4476;13974;7;4528430,93
4477;13618;7;5272626,0
4478;12672;7;6139902,65
4479;13447;7;6450838,29
4480;13569;7;5272428,91
4481;12823;7;4643715,99
4482;12544;7;4385047,05
4483;13482;7;5460828,41
4484;12821;7;5088396,64
4485;13104;7;4169237,94
4486;13038;7;5768880,43
4487;14154;7;6452982,13
4488;11748;7;5973049,59
4489;12734;7;4579949,6
4490;14469;7;4335196,69
4491;14036;7;5456495,5
4492;12554;7;4945247,0
4493;12915;7;5366067,67
4494;13122;7;6360594,14
4495;14259;7;5452267,83
4496;13683;7;5488935,27
4497;12696;7;5357557,45
4498;12815;7;4858723,75
4499;13225;7;5008905,88
4500;13076;7;5145425,02
4501;12399;7;6231966,08
4502;13229;7;5152619,49
4503;13260;7;4864947,16
4504;13019;7;4587556,82
4505;14823;7;5835577,29
4506;12945;7;5831555,3
4507;11549;7;3665591,02
4508;12021;7;4309094,73
4509;13659;7;5019152,85
4510;13510;7;5085493,7
4511;13529;7;4713630,24
4512;12100;7;5015417,86
4513;13519;7;5373509,48
4514;15133;7;6754162,99
4515;13890;7;6771791,11
4516;13489;7;6101867,99
4517;13842;7;5185862,72
4518;12963;7;6592568,92
4519;13825;7;4961488,69
4520;14266;7;4969052,84
4521;14166;7;5720587,52
4522;13653;7;5538947,22
4523;13548;7;5688578,36
4524;13636;7;5224281,37
4525;13048;7;5532613,61
4526;13985;7;4979858,78
4527;13840;7;5794493,62
4528;13439;7;5001828,92
4529;15300;7;6563842,32
4530;14851;7;6914007,26
4531;12319;7;5017659,68
4532;12804;7;4480947,24
4533;12757;7;4351567,11
4534;13356;7;4401951,24
4535;13562;7;5267547,6
4536;13228;7;5082888,39
4537;12759;7;4621677,02
4538;14901;7;5862626,93
4539;13201;7;5530771,14
4540;13139;7;4762561,96
4541;15158;7;5428744,53
4542;14534;7;5673457,09
4543;14021;7;5721885,27
4544;12484;7;5010449,93
4545;12850;7;4709810,19
4546;12717;7;5471241,21
4547;13436;7;5900770,39
4548;13634;7;5571596,43
4549;13383;7;4571779,3
4550;12455;7;4549992,15
4551;12043;7;3820879,16
4552;13894;7;4751930,75
4553;13411;7;4566509,96
4554;13433;7;6148043,49
4555;13254;7;5679667,86
4556;11928;7;5010859,9
4557;13500;7;5109070,35
4558;12250;7;4074756,69
4559;12621;7;4908671,4
4560;12420;7;4531748,84
4561;13760;7;5239956,2
4562;13442;7;5123029,79
4563;13510;7;5296422,96
4564;13042;7;5786149,7
4565;13356;7;5050491,72
4566;14226;7;5345956,15
4567;13046;7;5162862,57
4568;11671;7;4676704,49
4569;12191;7;4240465,21
4570;13955;7;5833440,49
4571;13121;7;5601134,45
4572;13516;7;6310562,61
4573;13965;7;5363768,33
4574;12563;7;4164924,14
4575;12341;7;4899009,26
4576;13213;7;5119764,44
4577;13477;7;4914320,4
4578;13667;7;6313422,62
4579;13294;7;5182960,76
4580;14712;7;5427446,48
4581;12843;7;4524081,87
4582;12503;7;5949659,23
4583;13141;7;5056300,5
4584;13469;7;5410884,53
4585;13003;7;5413862,84
4586;14473;7;6111525,64
4587;14391;7;6122899,22
4588;14346;7;6302447,42
4589;14791;7;6170060,35
4590;12925;7;5220267,21
4591;14216;7;6169452,76
4592;15123;7;5620195,29
4593;13813;7;5793770,4
4594;12445;7;4743969,48
4595;11475;7;5255733,7
4596;14756;7;6112236,78
4597;14260;7;5171776,57
4598;14002;7;6221379,99
4599;13612;7;5376289,85
4600;12676;7;4853987,74
4601;15607;7;6280280,47
4602;13284;7;4478607,62
4603;14135;7;5397867,56
4604;14033;7;5940467,66
4605;12841;7;4595067,91
4606;12616;7;4604201,38
4607;12770;7;5865643,9
4608;12609;7;4292613,22
4609;13037;7;4896759,65
4610;13342;7;5308222,2
4611;14536;7;5157000,82
4612;13923;7;6089207,64
4613;13585;7;6479463,87
4614;14347;7;5898916,82
4615;13035;7;5316061,49
4616;13391;7;5323725,13
4617;15265;7;6782542,67
4618;13173;7;6260888,75
4619;13231;7;5802103,3
4620;13683;7;6150151,54
4621;13983;7;5087192,67
4622;12758;7;4349585,49
4623;13556;7;5242674,87
4624;12807;7;5301324,28
4625;12898;7;5436764,09
4626;13905;7;5477703,1
4627;12830;7;5991994,74
4628;12829;7;5873608,1
4629;13446;7;5410835,71
4630;12794;7;5496262,29
4631;13954;7;5825830,88
4632;13506;7;5442091,18
4633;13207;7;5613497,76
4634;12543;7;5152801,48
4635;14150;7;4933005,3
4636;13888;7;4812042,27
4637;13255;7;5812949,88
4638;12983;7;4887992,49
4639;13095;7;4327926,49
4640;14688;7;5555910,24
4641;13202;7;4874088,93
4642;12997;7;5667815,31
4643;12282;7;4678200,63
4644;12740;7;5411977,89
4645;13982;7;6635136,93
4646;13649;7;4659311,54
4647;13994;7;5762958,57
4648;12110;7;4681778,21
4649;13735;7;5162132,59
4650;12489;7;4761067,76
4651;12406;7;5624664,21
4652;13049;7;5297841,11
4653;12999;7;4581652,28
4654;12148;7;4523494,47
4655;14115;7;4919022,46
4656;14258;7;5008477,04
4657;11875;7;4888159,34
4658;12340;7;5201175,91
4659;12476;7;5266081,44
4660;14818;7;6198921,37
4661;13168;7;4096439,93
4662;12260;7;4749971,09
4663;12940;7;6357528,57
4664;13323;7;4436010,23
4665;14098;7;5199284,31
4666;14238;7;6478136,4
4667;13807;7;5357077,05
4668;13174;7;4534654,05
4669;11844;7;3926544,4
4670;13025;7;4929688,46
4671;12478;7;5234284,95
4672;13080;7;5888398,62
4673;12772;7;5281582,4
4674;12445;7;5113058,1
4675;13110;7;5024685,81
4676;13546;7;4961782,15
4677;12889;7;5968967,48
4678;12486;7;4453430,65
4679;13556;7;6553867,14
4680;13371;7;5270696,37
4681;12555;7;4813986,41
4682;13138;7;5201448,99
4683;12868;7;4521017,18
4684;13680;7;5058311,82
4685;13955;7;5458093,03
4686;12452;7;4910759,89
4687;13341;7;5436894,51
4688;13247;7;4399429,55
4689;13970;7;5250349,72
4690;12992;7;5290071,02
4691;15034;7;5124315,59
4692;14087;7;5209118,14
4693;13654;7;5253371,61
4694;13041;7;4958186,34
4695;13020;7;4866178,41
4696;13561;7;5598486,26
4697;14694;7;5556481,06
4698;13746;7;5335482,13
4699;13131;7;5416769,91
4700;13324;7;5374018,42
4701;14528;7;6368410,87
4702;13055;7;6206431,04
4703;12538;7;5461952,95
4704;12723;7;4302727,35
4705;12861;7;6069141,8
4706;12929;7;4999048,96
4707;13134;7;5732042,98
4708;12998;7;4837367,74
4709;14509;7;5711616,7
4710;11787;7;4357782,81
4711;12820;7;5413421,01
4712;13000;7;5959478,78
4713;13072;7;4588898,97
4714;13710;7;5637897,01
4715;12739;7;6034468,21
4716;13099;7;5494951,49
4717;12860;7;4394638,83
4718;13263;7;4505069,57
4719;14509;7;6901004,14
4720;12009;7;4235336,25
4721;14321;7;5152551,57
4722;13673;7;5147171,08
4723;12003;7;4749539,55
4724;13435;7;5608038,81
4725;13216;7;4634117,57
4726;13094;7;5118829,3
4727;14467;7;4961337,7
4728;12483;7;5271068,38
4729;12992;7;5123707,58
4730;13709;7;5125327,82
4731;14150;7;5382570,49
4732;14211;7;6033672,9
4733;13107;7;4995505,62
4734;13206;7;5129561,57
4735;12499;7;6321678,76
4736;12859;7;5845955,75
4737;12039;7;4679377,53
4738;13129;7;5702507,71
4739;11994;7;4518943,27
4740;12920;7;6189393,63
4741;12769;7;5206404,0
4742;13323;7;5729014,36
4743;13520;7;5091422,84
4744;12795;7;4590061,05
4745;12924;7;4546429,01
4746;13932;7;5886039,03
4747;13275;7;5040922,84
4748;12904;7;5026817,48
4749;14491;7;5738921,98
4750;12512;7;5465029,22
4751;13085;7;5146731,32
4752;13743;7;5386809,5
4753;13827;7;5111671,42
4754;14101;7;5607095,53
4755;13652;7;4833067,55
4756;13634;7;5990444,37
4757;12301;7;4256119,97
4758;13088;7;4611471,18
4759;12009;7;5128285,88
4760;14081;7;5015245,11
4761;13203;7;4937601,54
4762;12431;7;4884832,88
4763;12853;7;5518058,14
4764;12817;7;4570348,16
4765;12565;7;4989175,04
4766;14068;7;6232983,11
4767;13729;7;5353691,08
4768;13715;7;5848482,6
4769;13379;7;5383467,95
4770;14398;7;7062915,08
4771;13570;7;5392475,84
4772;12934;7;5341617,85
4773;13341;7;4446153,98
4774;13406;7;5628597,56
4775;13555;7;5933084,14
4776;13781;7;4805322,56
4777;12453;7;4117981,44
4778;12683;7;5316360,32
4779;12353;7;4401065,92
4780;14501;7;5921474,3
4781;13554;7;5297633,6
4782;13668;7;5630065,72
4783;13702;7;5015753,7
4784;12566;7;5757136,25
4785;14172;7;5640955,9
4786;14033;7;6685875,27
4787;15663;7;6166260,56
4788;12667;7;5131791,52
4789;14014;7;6682126,39
4790;13253;7;4825305,01
4791;13140;7;5415355,32
4792;13134;7;4729096,14
4793;13348;7;4869861,74
4794;13617;7;5697717,81
4795;12481;7;5737230,87
4796;14654;7;5041638,12
4797;12701;7;6162402,58
4798;13080;7;5448527,73
4799;14006;7;6682821,01
4800;12739;7;5289995,66
4801;12436;7;5634843,51
4802;13531;7;5197617,27
4803;12863;7;4898293,83
4804;13039;7;5473292,16
4805;14164;7;5949247,21
4806;13338;7;5398667,24
4807;12562;7;5612879,16
4808;12279;7;5476664,08
4809;13807;7;4593606,03
4810;12640;7;4931154,48
4811;11276;7;3555400,64
4812;14009;7;6369868,78
4813;12982;7;5625976,04
4814;12760;7;4644528,6
4815;13899;7;5338419,31
4816;13313;7;5494729,38
4817;13183;7;5787307,52
4818;14409;7;6443027,92
4819;12698;7;4873654,28
4820;13109;7;5063261,3
4821;12509;7;4668326,95
4822;13029;7;5981373,29
4823;12830;7;5234725,62
4824;12690;7;4937572,31
4825;13519;7;5304140,05
4826;12808;7;4406460,13
4827;13270;7;4786118,97
4828;13804;7;5456479,73
4829;13646;7;5378853,18
4830;12856;7;4633906,57
4831;11730;7;6430853,11
4832;14346;7;5614632,33
4833;12247;7;3932834,17
4834;12804;7;4524813,09
4835;12869;7;5671231,67
4836;13190;7;4552031,17
4837;12499;7;6203612,64
4838;12595;7;4969568,09
4839;14268;7;5464276,2
4840;13162;7;5335134,53
4841;12428;7;4740892,28
4842;12952;7;5078821,49
4843;12158;7;4540503,67
4844;12941;7;4374856,74
4845;13041;7;5364618,03
4846;12932;7;5249644,64
4847;12781;7;5674732,51
4848;13692;7;5337353,99
4849;13423;7;6070497,93
4850;13398;7;4392495,19
4851;12191;7;4651537,14
4852;13595;7;4978289,41
4853;13421;7;4632520,15
4854;13727;7;5968726,0
4855;12924;7;4858473,22
4856;13123;7;5441742,52
4857;13374;7;5085105,39
4858;12673;7;5213232,74
4859;13365;7;6021124,45
4860;14235;7;6314157,08
4861;14160;7;6836320,41
4862;12471;7;4125130,34
4863;12540;7;5805313,23
4864;12904;7;5509135,09
4865;12861;7;4072243,65
4866;13048;7;4955600,98
4867;13064;7;4718581,51
4868;14168;7;6352218,22
4869;13898;7;6392012,52
4870;13523;7;5550263,82
4871;12483;7;5006967,63
4872;13174;7;4864500,72
4873;13699;7;5195192,96
4874;13150;7;4642334,81
4875;14119;7;6636864,93
4876;12500;7;4704575,34
4877;13240;7;4365443,56
4878;12993;7;5460459,59
4879;14286;7;6594376,53
4880;13309;7;5756245,68
4881;13522;7;5698155,07
4882;13046;7;5232979,33
4883;13875;7;5990458,9
4884;11975;7;4939503,31
4885;13010;7;4477935,62
4886;13220;7;6038021,33
4887;13791;7;6383907,36
4888;13148;7;5355655,28
4889;13545;7;5226013,76
4890;13609;7;5940247,71
4891;13580;7;5659602,95
4892;13560;7;6422921,2
4893;13943;7;4716076,35
4894;13054;7;4902187,34
4895;12957;7;5253903,67
4896;14178;7;5733202,8
4897;13808;7;5060639,77
4898;12821;7;4783961,72
4899;12475;7;5212410,09
4900;12444;7;5484024,54
4901;12589;7;4584752,64
4902;13398;7;6273286,48
4903;13535;7;5876142,98
4904;14231;7;4780995,97
4905;12631;7;4791825,33
4906;13356;7;5058752,04
4907;13503;7;5179679,64
4908;13734;7;5529540,98
4909;13740;7;6083166,26
4910;12225;7;5185594,76
4911;13779;7;5498658,67
4912;11196;7;3890771,42
4913;13221;7;5428320,48
4914;13325;7;4172471,47
4915;12496;7;5150957,39
4916;14261;7;5979353,23
4917;12873;7;5262258,99
4918;12795;7;4972372,05
4919;13120;7;5354548,31
4920;13506;7;5076923,18
4921;13737;7;6608399,76
4922;13022;7;5170488,21
4923;11869;7;4671344,34
4924;13414;7;6353902,36
4925;14318;7;4796050,76
4926;13369;7;4964839,66
4927;12683;7;5216189,71
4928;12301;7;5028102,57
4929;13184;7;5309902,71
4930;12865;7;5034899,14
4931;12664;7;4358493,92
4932;13856;7;5298944,07
4933;14357;7;6419047,55
4934;13465;7;4896388,19
4935;12341;7;4840623,82
4936;12982;7;5606143,23
4937;13019;7;6150974,58
4938;13730;7;5191666,61
4939;12341;7;4477873,66
4940;12631;7;4944092,37
4941;13504;7;5434426,68
4942;13070;7;6131752,41
4943;13574;7;5944282,99
4944;12937;7;4545798,42
4945;14179;7;5620888,37
4946;13591;7;5507892,67
4947;14315;7;5589944,26
4948;13567;7;5274042,99
4949;12487;7;5274181,19
4950;13038;7;4436060,52
4951;14396;7;5497503,0
4952;14372;7;6112892,98
4953;12925;7;5585878,63
4954;12677;7;4951789,45
4955;14112;7;5034616,49
4956;12655;7;4384520,26
4957;12706;7;4620637,27
4958;14046;7;5756684,47
4959;14525;7;5879683,72
4960;13565;7;6096263,59
4961;12816;7;4432993,96
4962;13047;7;4499772,15
4963;12781;7;5863731,91
4964;13085;7;5826398,92
4965;12980;7;5726892,59
4966;11990;7;4493797,61
4967;13094;7;5391107,38
4968;14206;7;7051953,45
4969;14223;7;5293623,89
4970;12453;7;5546296,99
4971;12585;7;5135715,33
4972;13833;7;5568679,42
4973;11759;7;4673575,34
4974;12438;7;4244895,44
4975;13266;7;4934520,83
4976;13172;7;5820532,26
4977;13917;7;5657421,83
4978;12603;7;4885240,76
4979;13392;7;5553443,51
4980;15053;7;5885485,24
4981;12301;7;5289174,7
4982;13811;7;5714848,04
4983;12836;7;5805381,14
4984;13716;7;5437695,61
4985;13014;7;4636479,99
4986;14912;7;5991406,27
4987;13072;7;5216716,51
4988;13816;7;5184903,61
4989;12531;7;4406748,41
4990;13760;7;6525077,81
4991;12357;7;5176549,06
4992;12783;7;5354387,08
4993;12378;7;4816961,39
4994;12916;7;4599880,63
4995;11935;7;4566078,9
4996;12605;7;4193935,41
4997;13808;7;5852719,14
4998;12513;7;4484923,47
4999;13318;7;4580102,14
5000;14074;7;4733436,99
